1.173048E+00 8.000856E+00 1.128024E-02 3.154097E+07 5.726336E+06 2.314634E+06
3.519144E+00 3.047172E+00 2.058395E-03 9.870504E+07 3.984598E+07 1.606061E+07
5.865240E+00 1.493762E+00 8.149994E-04 1.639949E+08 1.071333E+08 4.321790E+07
8.211336E+00 8.569999E-01 4.533373E-04 2.359921E+08 2.066019E+08 8.346784E+07
1.055743E+01 5.435361E-01 3.023673E-04 3.207281E+08 3.374125E+08 1.364295E+08
1.290353E+01 3.689881E-01 2.243723E-04 4.209015E+08 4.989278E+08 2.018587E+08
1.524962E+01 2.584718E-01 1.775274E-04 5.358913E+08 6.906531E+08 2.794829E+08
1.759572E+01 1.860968E-01 1.469501E-04 6.669748E+08 9.117560E+08 3.690378E+08
1.994182E+01 1.364224E-01 1.255761E-04 8.143625E+08 1.161560E+09 4.701787E+08
2.228791E+01 1.008790E-01 1.098314E-04 9.777099E+08 1.439326E+09 5.826746E+08
2.463401E+01 7.354801E-02 9.768892E-05 1.155536E+09 1.744096E+09 7.060692E+08
2.698011E+01 5.196175E-02 8.803555E-05 1.347860E+09 2.075603E+09 8.401983E+08
2.932620E+01 3.830441E-02 8.043910E-05 1.558970E+09 2.432236E+09 9.846659E+08
3.167230E+01 2.727912E-02 7.412767E-05 1.783608E+09 2.813182E+09 1.139261E+09
3.401839E+01 1.764869E-02 6.875949E-05 2.020970E+09 3.218356E+09 1.303714E+09
3.636449E+01 1.009402E-02 6.418935E-05 2.272804E+09 3.647125E+09 1.477763E+09
3.871059E+01 5.706909E-03 6.033102E-05 2.542380E+09 4.098494E+09 1.661111E+09
4.105668E+01 3.568496E-03 5.701728E-05 2.830027E+09 4.572392E+09 1.853399E+09
4.340278E+01 2.046314E-03 5.409041E-05 3.131119E+09 5.067644E+09 2.054619E+09
4.574887E+01 9.975530E-04 5.149012E-05 3.444237E+09 5.582453E+09 2.264253E+09
4.809497E+01 1.043514E-03 4.919062E-05 3.772500E+09 6.116836E+09 2.482066E+09
5.044107E+01 1.864255E-04 4.706783E-05 4.109849E+09 6.671330E+09 2.707809E+09
5.278716E+01 3.453561E-04 4.517382E-05 4.461695E+09 7.244175E+09 2.941484E+09
5.513326E+01 3.405361E-05 4.342031E-05 4.824521E+09 7.836927E+09 3.182668E+09
5.747935E+01 3.525752E-04 4.183338E-05 5.200743E+09 8.447137E+09 3.431199E+09
5.982545E+01 6.953825E-04 4.037129E-05 5.588384E+09 9.075134E+09 3.686895E+09
6.217155E+01 1.105445E-03 3.902183E-05 5.987101E+09 9.720189E+09 3.949585E+09
6.451764E+01 1.108319E-03 3.775839E-05 6.393995E+09 1.038155E+10 4.218640E+09
6.686374E+01 9.363422E-04 3.658158E-05 6.807080E+09 1.105685E+10 4.494156E+09
6.920983E+01 1.186458E-03 3.549675E-05 7.232900E+09 1.174774E+10 4.775849E+09
7.155593E+01 1.858234E-03 3.449543E-05 7.671456E+09 1.245345E+10 5.063459E+09
7.390203E+01 2.236218E-03 3.355128E-05 8.115878E+09 1.317230E+10 5.356708E+09
7.624812E+01 2.315142E-03 3.265623E-05 8.567853E+09 1.390599E+10 5.655570E+09
7.859422E+01 2.370374E-03 3.181467E-05 9.027495E+09 1.465264E+10 5.959817E+09
8.094032E+01 2.444725E-03 3.102245E-05 9.496029E+09 1.541243E+10 6.269040E+09
8.328641E+01 2.532438E-03 3.027700E-05 9.970127E+09 1.618288E+10 6.583401E+09
8.563251E+01 2.079253E-03 2.955843E-05 1.044762E+10 1.696641E+10 6.902477E+09
8.797860E+01 1.654323E-03 2.887953E-05 1.093087E+10 1.776075E+10 7.226466E+09
9.032470E+01 1.213821E-03 2.823582E-05 1.142067E+10 1.856606E+10 7.554665E+09
9.267080E+01 1.156379E-03 2.763440E-05 1.191986E+10 1.938095E+10 7.887171E+09
9.501689E+01 1.379692E-03 2.706951E-05 1.242842E+10 2.020561E+10 8.223706E+09
9.736299E+01 1.602437E-03 2.653221E-05 1.294289E+10 2.103987E+10 8.564285E+09
9.970908E+01 1.682025E-03 2.601776E-05 1.346081E+10 2.188283E+10 8.908540E+09
1.020552E+02 1.660711E-03 2.552531E-05 1.398269E+10 2.273432E+10 9.256243E+09
1.044013E+02 1.395960E-03 2.504975E-05 1.450691E+10 2.359514E+10 9.607642E+09
1.067474E+02 1.248116E-03 2.459751E-05 1.503815E+10 2.446458E+10 9.962387E+09
1.090935E+02 1.133217E-03 2.416510E-05 1.557627E+10 2.534309E+10 1.032020E+10
1.114396E+02 8.162124E-04 2.374722E-05 1.611565E+10 2.622901E+10 1.068096E+10
1.137857E+02 4.623927E-04 2.334613E-05 1.665792E+10 2.712195E+10 1.104489E+10
1.161318E+02 -1.401015E-05 2.295955E-05 1.720031E+10 2.802056E+10 1.141169E+10
1.184779E+02 -6.017075E-04 2.258682E-05 1.774325E+10 2.892445E+10 1.178077E+10
1.208239E+02 -1.091264E-03 2.223029E-05 1.829186E+10 2.983517E+10 1.215240E+10
1.231700E+02 -1.546912E-03 2.188777E-05 1.884539E+10 3.075281E+10 1.252646E+10
1.255161E+02 -1.709788E-03 2.156422E-05 1.940486E+10 3.167373E+10 1.290270E+10
1.278622E+02 -1.801062E-03 2.125456E-05 1.996762E+10 3.259820E+10 1.328047E+10
1.302083E+02 -1.962301E-03 2.095522E-05 2.053013E+10 3.352679E+10 1.366072E+10
1.325544E+02 -2.358364E-03 2.066258E-05 2.109110E+10 3.446014E+10 1.404245E+10
1.349005E+02 -2.469086E-03 2.038539E-05 2.165831E+10 3.539669E+10 1.442646E+10
1.372466E+02 -2.396767E-03 2.012081E-05 2.223220E+10 3.633769E+10 1.481229E+10
1.395927E+02 -2.181250E-03 1.986794E-05 2.281070E+10 3.728152E+10 1.519960E+10
1.419388E+02 -2.056307E-03 1.962175E-05 2.339196E+10 3.823061E+10 1.558812E+10
1.442849E+02 -1.982322E-03 1.938308E-05 2.397358E+10 3.918245E+10 1.597791E+10
1.466310E+02 -1.988508E-03 1.915088E-05 2.455475E+10 4.013761E+10 1.636945E+10
1.489771E+02 -2.022878E-03 1.892569E-05 2.513807E+10 4.109585E+10 1.676158E+10
