6.700254E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
8.435120E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.061919E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.336876E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.683028E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.118806E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.667419E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.358082E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.227574E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.322201E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.700254E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
8.435120E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.061919E-03 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.336876E-03 0.000000E+00 0.000000E+00 5.759672E+00 0.000000E+00 0.000000E+00
1.683028E-03 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.118806E-03 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.667419E-03 0.000000E+00 0.000000E+00 1.171488E+01 0.000000E+00 0.000000E+00
3.358082E-03 0.000000E+00 0.000000E+00 5.990329E+00 0.000000E+00 0.000000E+00
4.227574E-03 0.000000E+00 0.000000E+00 2.386744E+01 0.000000E+00 0.000000E+00
5.322201E-03 0.000000E+00 0.000000E+00 5.349511E+01 0.000000E+00 0.000000E+00
6.700254E-03 0.000000E+00 0.000000E+00 4.679311E+01 5.514513E+00 0.000000E+00
8.435120E-03 0.000000E+00 0.000000E+00 7.729274E+01 5.351320E+00 0.000000E+00
1.061919E-02 0.000000E+00 0.000000E+00 1.519330E+02 0.000000E+00 0.000000E+00
1.336876E-02 0.000000E+00 0.000000E+00 1.696992E+02 1.088048E+01 0.000000E+00
1.683028E-02 0.000000E+00 0.000000E+00 2.421760E+02 0.000000E+00 5.000000E+00
2.118806E-02 0.000000E+00 0.000000E+00 4.176547E+02 0.000000E+00 1.000000E+01
2.667419E-02 5.863956E+01 2.984099E+01 1.131235E+03 1.638879E+01 2.000000E+01
